text,sentiment,problem_type
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Opakowanie poprawne, nic szczególnego. Zobaczymy jak będzie dalej.",neutralna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Świetna logistyka — dostałem zamówienie wcześniej niż planowano. Obsługa klienta też na plus.",pozytywna,dostawa
"Niestety fatalna materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.",negatywna,jakość
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Zbyt drogo w porównaniu do konkurencji, nie warto. Musiałem składać reklamację.",negatywna,cena
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 1 dniach.",negatywna,dostawa
"Za 15€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Opakowanie poprawne, nic szczególnego. Nie mam większych uwag.",neutralna,opakowanie
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. To nie powinno tak wyglądać.",negatywna,opakowanie
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Kupione na prezent i się sprawdziło.",pozytywna,opakowanie
"Cena świetna, szczególnie w promocji, warto.",pozytywna,cena
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Nie mam większych uwag.",neutralna,opakowanie
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Za 50€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Paczka przyszła w idealnym stanie, opakowanie na prezent. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami.",pozytywna,jakość
"Świetna logistyka (producent), dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.",neutralna,opakowanie
"Dostawa dotarła w 7 dni, czyli standardowo. Ogólnie jest w porządku.",neutralna,dostawa
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Na razie bez zastrzeżeń.",pozytywna,dostawa
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 4 dniach.",negatywna,dostawa
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku. To nie powinno tak wyglądać.",negatywna,opakowanie
"Cena standardowa, ani tanio ani drogo. Ogólnie jest w porządku.",neutralna,cena
"Dostawa opóźniona o 5 dni i nikt nie poinformował.",negatywna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Za 15€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.",pozytywna,cena
"Dostawa dotarła w 10 dni, czyli standardowo.",neutralna,dostawa
"Dostawa była błyskawiczna, paczka dotarła w 10 dni.",pozytywna,dostawa
"Słabe pakowanie — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach.",negatywna,dostawa
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Ogólnie jest w porządku.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Słabe pakowanie — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 4 dni.",pozytywna,dostawa
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Wszystko zgodnie z opisem.",pozytywna,cena
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Paczka przyszła w idealnym stanie, opakowanie na prezent. Kupione na prezent i się sprawdziło.",pozytywna,opakowanie
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami.",pozytywna,jakość
"Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Jakość jest rozczarowująca, po krótkim czasie pojawiły się problemy. Musiałem składać reklamację.",negatywna,jakość
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Zapakowane standardowo, bez szału, ale wystarczająco. W sumie okej.",neutralna,opakowanie
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 14 dniach.",negatywna,dostawa
"Wykonanie standardowe, bez większych minusów i plusów. Ogólnie jest w porządku.",neutralna,jakość
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 7 dniach. Musiałem składać reklamację.",negatywna,dostawa
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Cena standardowa, ani tanio ani drogo. Zobaczymy jak będzie dalej.",neutralna,cena
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Jakość jest wadliwa, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Jakość w porządku, do codziennego użytku wystarczy.",neutralna,jakość
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. W sumie okej.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje. Nie mam większych uwag.",neutralna,cena
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Wszystko zgodnie z opisem.",pozytywna,dostawa
"Dostawa opóźniona o 3 dni i nikt nie poinformował.",negatywna,dostawa
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Wykonanie kiepska — elementy są źle spasowane.",negatywna,jakość
"Dostawa opóźniona o 7 dni i nikt nie poinformował. Szkoda pieniędzy.",negatywna,dostawa
"Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami.",pozytywna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Wysyłka w porządku, bez niespodzianek. W sumie okej.",neutralna,dostawa
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone. Kupione na prezent i się sprawdziło.",pozytywna,opakowanie
"Dostawa opóźniona o 7 dni i nikt nie poinformował.",negatywna,dostawa
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.",neutralna,opakowanie
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Produkt OK, nic wyjątkowego, ale spełnia swoje zadanie. Zobaczymy jak będzie dalej.",neutralna,jakość
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.",negatywna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Słabe pakowanie — aż się dziwię, że dotarło w całości. Musiałem składać reklamację.",negatywna,opakowanie
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Dostawa opóźniona o 3 dni i nikt nie poinformował.",negatywna,dostawa
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. To nie powinno tak wyglądać.",negatywna,dostawa
"Zapakowane standardowo, bez szału, ale wystarczająco. Zobaczymy jak będzie dalej.",neutralna,opakowanie
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Na razie bez zastrzeżeń.",pozytywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Zobaczymy jak będzie dalej.",neutralna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 7 dni.",pozytywna,dostawa
"Zapakowane standardowo, bez szału, ale wystarczająco. Ogólnie jest w porządku.",neutralna,opakowanie
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Za 100€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.",pozytywna,cena
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Cena świetna, szczególnie w promocji — warto. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Cena OK, choć liczyłem na większą promocję. Ogólnie jest w porządku.",neutralna,cena
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Nie mam większych uwag.",neutralna,dostawa
"Jakość jest wadliwa, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Wykonanie standardowe (producent), bez większych minusów i plusów. W sumie okej.",neutralna,jakość
"Wysyłka w porządku, bez niespodzianek. Ogólnie jest w porządku.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Musiałem składać reklamację.",negatywna,dostawa
"Dostawa była błyskawiczna, paczka dotarła w 14 dni.",pozytywna,dostawa
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. W sumie okej.",neutralna,opakowanie
"Podnieśli cenę o 30% i już przestało się opłacać.",negatywna,cena
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Jakość zgodna z ceną, bez zaskoczeń. W sumie okej.",neutralna,jakość
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone. Obsługa klienta też na plus.",pozytywna,opakowanie
"Niestety słaba materiały, spodziewałem się czegoś lepszego. Szkoda pieniędzy.",negatywna,jakość
"Dostawa dotarła w 3 dni, czyli standardowo.",neutralna,dostawa
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Zabezpieczenia super, zero ryzyka w transporcie. Obsługa klienta też na plus.",pozytywna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 1 dni. Kupione na prezent i się sprawdziło.",pozytywna,dostawa
"Dostawa była błyskawiczna, paczka dotarła w 4 dni.",pozytywna,dostawa
"Niestety krucha materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Podnieśli cenę o 30% i już przestało się opłacać. To nie powinno tak wyglądać.",negatywna,cena
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Cena świetna, szczególnie w promocji — warto. Wszystko zgodnie z opisem.",pozytywna,cena
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Świetnie zapakowane (producent) — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. Szkoda pieniędzy.",negatywna,cena
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami. Na razie bez zastrzeżeń.",pozytywna,jakość
"Za 40€ to rewelacja, spodziewałem się gorszej jakości. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Bardzo korzystna cena (marka), na pewno kupię ponownie. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. Nie mam większych uwag.",neutralna,opakowanie
"Cena za wysoka jak na to, co dostaję. Kontakt ze sklepem utrudniony.",negatywna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Zapakowane standardowo, bez szału, ale wystarczająco. Zobaczymy jak będzie dalej.",neutralna,opakowanie
"Cena OK, choć liczyłem na większą promocję. Zobaczymy jak będzie dalej.",neutralna,cena
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.",neutralna,opakowanie
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 4 dniach.",negatywna,dostawa
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Ogólnie jest w porządku.",neutralna,dostawa
"Jakość standardowa, do codziennego użytku wystarczy.",neutralna,jakość
"Za 30€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.",pozytywna,cena
"Cena standardowa, ani tanio ani drogo. W sumie okej.",neutralna,cena
"Dostawa dotarła w 1 dni, czyli standardowo. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Ogólnie jest w porządku.",neutralna,opakowanie
"Dostawa opóźniona o 10 dni i nikt nie poinformował.",negatywna,dostawa
"Dostawa była błyskawiczna, paczka dotarła w 14 dni. Wszystko zgodnie z opisem.",pozytywna,dostawa
"Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości.",negatywna,jakość
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Jakość jest świetna, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.",pozytywna,jakość
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami.",pozytywna,jakość
